"","Mixture","CD4+ Stressed","CD8+ GZMK+ Tm","CD4+ Activated","CD4+ Tregs","CD8+ Early Activation","NK cells CD56 high","CD4+ Th17","CD8+ Activated","CD8+ ISG","CD4+ Tn","CD8+ Exhausted","CD8+ Stressed","NK cells CD56 low","CD4+ Tcm","CD4+ Tfh","DCs AREG+","M2 APOC1+ APOE+","Macro SELENOP+ SLC40A1+","Monocytes EREG+","M2 TREM2+ SPP1+","Mastocytes","DCs CD1c+","Inflammatory Monocytes","Immunoregulatroy PMNs","Proinflammatory PMNs","B Cells & Plasma Cells","P-value","Correlation","RMSE"
"11","SRC40_T2",0.0213481690090852,0.0154092247520104,0,0,0.0302390077373247,0.00463696479781138,0.031106787198834,0.0544107090909663,0.0185318095662632,0.0449656166574607,0.0449091578495843,0.038995158087807,0.0311538229404452,0.111479132108952,0,0.0507648844581444,0,0.16027107010222,0.173153602057906,0.0119504827378485,0.0278366148424032,0,0,0.0664357187801392,0.0510629190669618,0.0113391481578331,0,0.667764751176477,0.746310727452465
"12","SRC43_T1",0.00273328008084914,0.0137897035384143,0.0242028317966344,0.00596451905246527,0.0337446629457354,0.025415051668813,0.054195373523819,0.11009417323591,0.0293659946887017,0.0563517269753669,0.0551738451013696,0,0.0183202226085469,0.0495283964706519,0.00590198681786055,0.0636153716437917,0,0.071225390484844,0.156340378828444,0.0289478636543657,0.063104352913386,0,0,0.0924364606743288,0.0253818798938928,0.014166533401809,0,0.769839496853144,0.669845234188716
"13","SRC45_T1",0.0105872129711414,0.0155406616037514,0,0.0276603153240144,0.0258312002828916,0.0142698436597689,0.0401553822090362,0.0937936719687791,0.0354410249229899,0.0766639055272441,0.0623069455080732,0,0.0362186762110668,0.0602244046492112,0,0.104946602825266,0,0.0781391619896625,0.110311039826898,0.0179792438557972,0.0385733541883848,0,0,0.0935004825154228,0.0302475847393142,0.0276092852212862,0,0.606923952412188,0.805210784233584
"14","SRC45_T2",0.0147822067912262,0.0141621261178923,0,0.0241975488891388,0.0282711842402724,0,0.0328450366615493,0.0430160938666471,0.0296565786809741,0.0826723451829427,0.0379186158975843,0.022836592233857,0.033304183985977,0.0719285017571218,0,0.0460403753382454,0,0.106915289104239,0.231487779766046,0.0329927361521454,0.0208093178490215,0,0,0.0636205428048272,0.0463092039774215,0.0162337407028704,0,0.862340817916573,0.517135536746392
"15","SRC46_T1",0.0135226841755035,0.0149791739389373,0.00126647038191566,0,0.0316298707292682,0.00605048619962632,0.0403629361674849,0.0717370870784808,0.0363990946506902,0.0943544659256666,0.0416623507620237,0,0.0204919800119415,0.0519895804927964,0,0.0186902402630929,0,0.161449624004762,0.160138368278217,0.0493528470400062,0.0470254981289787,0,0,0.087684539083661,0.041322883132367,0.00988981955458019,0,0.733059402029548,0.692882516495712
"16","SRC48_T1",0.00105297412498958,0.0807241897394429,0.0926599403626678,0,0.0183277709791523,0.0129541509660191,0.0537280632718469,0.198596259637486,0,0.0311786379517821,0.0242289921826123,0.024895284330924,0.0342239365604248,0.0251896595069496,0.00867175761577745,0.0709422221978514,0,0.0949126550255947,0.0381285888473919,0,0.0271509733165769,0.0116429642632671,0.0148230806526806,0.0481083617096397,0.0136155477408093,0.0742439890161142,0,0.769846263115295,0.759845126173763
"17","SRC48_T2",0.0154807427309087,0.113544421221909,0.0168698344097544,0,0.00963229793343152,0.0155258667941165,0.0563522530925356,0.0692169231659509,0,0.0141869181110311,0.0354023144690708,0.0234715405725897,0.0357574301464174,0.0954128742375424,0,0.0451024827769782,0,0.18137194784481,0.125694205711306,0,0.0403613573227912,0,0.015137125651038,0.0379383376303959,0.0199522387304408,0.0335888874469814,0,0.816232669105355,0.642067721658058
"18","SRC49_T1",0.0055242752217674,0.0186363233810855,0.0163382754243779,0,0.0201807001823657,0.0111266360574199,0.0508526483186219,0.123332761781129,0.0259488927984697,0.0414046741761751,0.0665958077695376,0.0079739704300156,0.0379846854839933,0.044177251190765,0.0373914788837988,0.091733651319295,0,0.125915711504252,0.114194611436948,0,0.0470640058620135,0,0,0.046152346118803,0.0340990662654795,0.0333722263936865,0,0.262065915436759,0.99514607485138
"19","SRC49_T2",0.0350723280260085,0.0559509333111718,0.0635745779489372,0,0.0226422175820091,0.0063842355382682,0.0416765633246375,0.183396935027354,0.0452309522658523,0.0414755379458374,0.040330042990458,0.0183291669766074,0.0557665504791201,0.0170970303949253,0,0.0251249107382254,0,0.157153850740148,0.0185020520333489,0,0.00990926220107861,0.0267806432455992,0,0.0676863510581163,0.0273538517025177,0.0405620064697788,0,0.457338010233043,0.895856376817258
"20","SRC52_T1",0.0182219293808727,0.0738377858071386,0.0310364066112306,0,0.029142056082121,0.0252706406683703,0.03835503746564,0.132373358362398,0.0173466122154722,0.054753672412488,0.0398262903888174,0,0.0326475977854303,0.0336248283647834,0,0.047301923690421,0,0.117920060319575,0.151993246645294,0,0.0229842531700494,0,0,0.0667230574084553,0.0373821876475514,0.0292590555738916,0,0.780882797280918,0.662941039555099
"21","SRC52_T2",0.0148324531704274,0.015918745446222,0.0145729992802902,0,0.0226961172346198,0.00464347786808178,0.0488852339318253,0.0628194771060598,0.00117938691869005,0.0436110131426886,0.0305254331115737,0.0403250213100725,0.0335151165286423,0.0844159274137666,0,0.0135837276325099,0.0537710425673646,0.152865038068049,0.211392228164095,0,0.0320500329781405,0,0,0.0553968810520136,0.0388011818223842,0.0241994652524837,0,0.722009134290933,0.693309536621209
"22","SRC54_T1",0.00255479649089666,0.00950060389755335,0.0177137133914076,0,0.0328062506950752,0.0182297819115882,0.0462501005530685,0.106622446914955,0.0466640443566921,0.0662813945329895,0.0451385993142965,0,0.0350033465543593,0.0111815753701106,0.0153263712537817,0.100794492684731,0,0.108829192939537,0.0411830116593968,0.0965694369978071,0.0669232712138947,0,0.0134119473816504,0.0888245959541267,0.0106120572935486,0.0195789686385332,0,0.701289414923005,0.76507792012903
"23","SRC54_T2",0.0193038789818688,0.00645451526697693,0.0354179561311157,0,0.0233718647180164,0.0178617123384806,0.0447032115850663,0.0660556934060947,0,0.042421891226148,0.0309862090878054,0.0289565461396704,0.0331382436080394,0.117532215137554,0,0.0455669473431824,0,0.131526620653374,0.186072811159494,0,0.0352712528872584,0,0,0.0666770910831796,0.0407243400747804,0.0279569991718942,0,0.274808649960185,1.03070986561855
"24","SRC55_T1",0.0118309537064808,0.0229155120286887,0.0230738264671349,0,0.014262620848478,0.0120242632381414,0.0638207113297326,0.154162145598431,0.0425434341101762,0.022663425754112,0.0519850273221115,0,0.034852769814864,0.06518119898864,0.0660657974448679,0.119760652707687,0,0.0961965621752961,0.0142597899480402,0,0.0523322595118411,0,0,0.0676502186916107,0.0135843750597414,0.0508344552539247,0,0.613405182929436,0.841503425465962
"25","SRC55_T2",0.0112413962870521,0.0539632349169503,0,0.00616969244546294,0.0232518365312253,0.00358250626435712,0.044386403177892,0.0534948452695496,0.0428198228670021,0.0279120736860293,0.035562293526819,0.0393881689960408,0.0152091138964659,0.0935925939522183,0.0294908962393003,0.0854908832934324,0,0.148278078045624,0.112243738239734,0.0329834921222615,0.0362020558364677,0,0.0120286000606682,0.0385540350478239,0.0341236857862042,0.0200305535114191,0,0.797704456424072,0.66577072818333
"26","SRC58_T1",0.00471232548441176,0.0084533020437068,0,0.00762164704458439,0.019856757090658,0.0165278719652318,0.0513452000085941,0.102540480478789,0.0515424884160371,0.0399698483961784,0.0784845078861519,0.0586776058137081,0.0379562962809139,0.0428879096153856,0.0382531298064655,0.108580521287079,0,0.0575770844136049,0.108182813352754,4.098451539172e-05,0.0381615443935797,0,0,0.0706285267440052,0.0238579481405376,0.0341412068222309,0,0.396379289604746,0.920471690022736
"27","SRC60_T1",0.00368150971183405,0.0161579902754114,0,0.0292874923032483,0.0176625814914272,0.00136452155159904,0.054673639475833,0.0851489462316917,0.0548307363963249,0,0.0806459801672576,0,0.0402590231358708,0.104446387193387,0.121820787816289,0.109989109630028,0,0.021590076203557,0.00096642152454306,0.0612228837095449,0.0487947155965959,0,0,0.101725413757163,0.014466548947421,0.031265234880973,0,0.423863168867213,0.918102448732589
"28","SRC60_T2",0.0112341248192005,0,0,0.0192974294787192,0.00946636233296873,0.0143555273880115,0.0647384811976133,0.057332172055233,0.0634702844038188,0,0.0873344451221603,0.0163531142642129,0.021101732012618,0.12086657095248,0.0952197807690337,0.0952470624355595,0,0.0672835295893846,0.0443044972459892,0.0254069242074696,0.0553108340113884,0,0,0.0687788220378789,0.0269173964165897,0.0359809092596702,0,0.502072995430695,0.883649302538271
"29","SRC62_T2",0.0214327815933867,0.086441895882981,0,0,0.0192102014166934,0.0180957709602942,0.0376182614641917,0.0828835108473115,0,0.0339596215726042,0.0247541538817099,0.0688014421145309,0.0266675827870267,0.0664354667165146,0,0,0.0524612592492602,0.122718538541376,0.212085611875028,0,0.0107402261458834,0,0.0254140560360599,0.0132116600459901,0.0501880367295657,0.0268799221395922,0,0.93232075217681,0.432135008518302
"30","SRC64_T1",0.00483830837135141,0.0532278515080757,0.0309390328690293,0,0.0256338271869706,0.00445612827107729,0.0468119747007641,0.0891019442293205,0.0106539879953045,0.00621032025316874,0.0350206310992467,0.0290011042664583,0.0242759485781342,0.0607661596351808,0.0328719911449192,0.0366316223597085,0.0133214158776133,0.100725595694636,0.209534882167266,0.00360837447752552,0.0544587876692789,0,0,0.0736757643403844,0.0314379448733731,0.0227964024312128,0,0.452174818592505,0.924832048134413
"31","SRC64_T2",0.0214318071626144,0.092307044846236,0,0.00107858903333097,0.0284844508586566,0.0141055439124465,0.027672901762927,0.0406716129212321,0.0249029739247552,0.0889366507370272,0.0396041521959438,0,0.0311849378716423,0.0699960195868509,0,0.0126606658811065,0,0.283476993676144,0.0553864527314213,0.02778346066766,0.0153243573993251,0,0.0810487566382475,0.00406629661340851,0.0221785202428804,0.0176978113361433,0,0.794650221775828,0.662670870022259
"32","SRC65_T1",0.0163701720017506,0.0297820195764165,0.0103643251126324,0,0.00883113211372608,0.0203493632929,0.0567417192472668,0.0903017966856857,0.0506010961998991,0.0586283767950869,0.0792058552212924,0.0145188631701208,0.0379382214151352,0.0601141935936362,0.0280691240817198,0.0809658462261779,0.0113027812061336,0.128623753788183,0.0832110526138095,0,0.0330292966757426,0,0.0226144275122972,0.0286560677515777,0.0195466603288829,0.0302338553899271,0,0.659630037315251,0.7871069949078
"33","SRC65_T2",0.0224121934500313,0.0457747186928175,0.0542458855064236,0,0.00836463348297454,0.0281837167500937,0.0715171696920964,0.0731295571544538,0.0472741415092581,0.0905384808730587,0.0653255087238681,0,0.00941246038942166,0.03774954490286,0,0.0382470592691115,0,0.237707935827876,0.0865938670315928,0,0.0205075340602758,0,0.0255906720588919,0.00232816205074995,0.0211942910115543,0.0139024675625902,0,0.760137417338664,0.701656449304313
"34","SRC66_T1",0.00829921509676228,0.0392399307737244,0.00917268915501106,0.00153930056205769,0.0256863179637959,0.01272568751969,0.0532646444989036,0.131087353456284,0.0356533599346938,0.0531476698292186,0.0563358431194601,0.0173635035070972,0.0318211370378534,0.0410570589869496,0.0308075904641624,0.106047723368295,0,0.122261560889249,0.0509608289680503,0.00347719848429869,0.0408774967774342,0,0,0.0656177539751117,0.0230445502414848,0.040511585390411,0,0.576409420581904,0.840698878938504
"35","SRC68_T2",0.02037916665653,0.0153503877803845,0,0.0197477399293074,0.0313833632781592,0.00884832746521884,0.0482513959343761,0.0742213373882136,0.0298489602655051,0.0597420086714298,0.0360351259989897,0,0.0499361443200236,0.0684171439725192,0,0.072405464224164,0,0.108673040306912,0.144994448517365,0.0227659513471965,0.0570768384488645,0,0,0.0790448574266336,0.0287738437054179,0.0241044543627893,0,0.47737212838068,0.883070528077256
"36","SRC70_T1",0.0317470510315219,0.0188390677081863,0.108549766972756,0.0280218274226373,0,0.0612949619568136,0.0358646361632335,0.178973330109492,0.00411106287942048,0.0140701857390186,0.0761605653595107,0,0.0288477108279352,0,0,0.118481137106207,0,0.087512831423346,0,0,0.0219393383628907,0,0,0.144968437147859,0,0.0406180897891713,0,0.250985937514851,0.973477213020131
"37","SRC75_T1",0.0155482485234054,0.037703158165109,0.0300736830931187,0,0.0193657732753492,0.0409370779070913,0.0750258173957622,0.0929801510160877,0.0323710488162273,0.0325941935956695,0.0583702625880527,0.0680430731910545,0.00690803513552078,0.0697035668422321,0.00990456703753574,0.0309855803157341,0.033167733962418,0.122312433031421,0.063608326375671,0.0130258212288414,0.0230820553444088,0.00739281241573502,0.0214921847205986,0.0519862696294127,0.0188996566521289,0.0245184697414147,0,0.606939401414073,0.826836670132091
"38","SRC78_T1",0,0.0105799193651406,0.0133342255016922,0,0.024223670632012,0.0175222523096578,0.0616739429607181,0.0919451190802694,0.0600789869424622,0.0116195913804271,0.0695242387955144,0.0472835459482406,0.00889672045284623,0.0716307052391432,0.0709467107530145,0.07707514348848,0,0.169788229705617,0.0283196506104124,0,0.0515707419256122,0.00677747158900422,0,0.0510965271521953,0.02114513534298,0.0349674708245601,0,0.45192584244518,0.896953622336881
"39","SRC78_T2",0.0164966908230537,0.0241039096062029,0.0262157295291276,0,0.0303193768113912,0.00672250646535999,0.0514601533936881,0.0759078263668903,0.0552534080767617,0.0252815340164348,0.0494242806541044,0.0131430407156006,0.0334494119573507,0.0545402485473467,0.0669033508191563,0.0662791153913746,0,0.23967209530874,0.00157058695550464,0.0238513615441625,0.0511039702660213,0,0.0090795559699559,0.0177187573356863,0.0309483434705526,0.0305547459755335,0,0.577851521817037,0.82992757034549
"40","SRC80_T1",0.0129467423034745,0.128082918063763,0.0129907949312287,0,0.0186003796537734,0.00145832411552472,0.0426181797904893,0.111811643584888,0.00396383961682984,0,0.0430301870631701,0.02263289936006,0.0454735888131879,0.0775016582672809,0.0262210956633419,0.0580408222578004,0.100386024850823,0.117243126654112,0.00357138461196648,0,0.0335192843370777,0,0.0621439487709954,0.00146037572837016,0.0266030657114416,0.0496997158504012,0,0.67475154212395,0.799018113393292
"41","SRC39_T2",0.0108952773098542,0.0145316744563442,0,0.0024684806737158,0.0281507341866107,0.00554489634404592,0.0262593790861524,0.0924384493861513,0.00716204599478634,0.0360678695170465,0.060908898694902,0.0138809687882579,0.0344102178342743,0.091192039913082,0.0604036369288557,0.1302151019474,0,0.174865879236107,0,0.047710610564768,0.0305283065863436,0,0.035963511247138,0.0687346885501732,0.0130588528949292,0.014608479859062,0,0.646413531694805,0.79796741253265
"42","SRC41_T2",0.00224394611029799,0.0250771821439564,0.0273931016556781,0.0326002242476068,0.00515944421298118,0.0071330907909531,0.0808387830552652,0.0452451801993884,0.00882159040827255,0,0.0544001654947959,0.0660500183285582,0.0530103737696241,0.128247005895196,0,0.095594631695474,0.0170232668816225,0.0595158231917365,0.12040568694939,0,0.0567611513245247,0,0,0.0658179298042632,0.0161681308096726,0.0324932730307424,0,0.551040403871821,0.837043744786389
"43","SRC44_T2",0.00227222019360992,0.0172412328656258,0.0363034762763756,0,0.0225699804097952,0.0169318951153602,0.0423392054769364,0.0574548421617854,0.0294698638644721,0.051462934377022,0.0667176607325388,0.0321396084579657,0.0173207446241069,0.0713125386576696,0.00534386961535989,0.0635015577600311,0.0235442690236525,0.0345586735848245,0.218287597893,0.0344657356070259,0.0307512225855027,0,0,0.06643971001394,0.0367673742158163,0.0228037864875833,0,0.743445522858451,0.669426142120127
"44","SRC46_T2",0.0235323357002902,0.0170144731529032,0.0338746074857133,0,0.0283527573707227,0.011270514137609,0.0346608340491307,0.087146155266826,0,0.034447932930267,0.0328303784764023,0.0200431313486347,0.0250430017738277,0.0660503937366126,0,0.0102728991432291,0,0.2371099844902,0.194904272896927,0.00163590867066905,0.0178384995458391,0,0,0.0698633213619779,0.0380273866564846,0.0160812118057336,0,0.777935073614795,0.635050134361402
"45","SRC47_T2",0.0202327022715729,0.00186123199338526,0.115078313162414,0,0.0257611165571601,0.0492841440441279,0.0151234116377981,0.190428611320283,0.00890356774049024,0.105585718770006,0.0606585220787006,0,0.0211257361050792,0,0,0.131018012171454,0,0.0293583298591908,0,0,0.028336353686407,0,0,0.150897047986557,0.0034349775379293,0.0429122030774449,0,0.237542488345206,0.974328788271982
"46","SRC50_T1",0.0108991780988475,0.0119807237972117,0.0379610375196744,0,0.00925101599472849,0.0532636850024793,0.0567605766087999,0.169392244929655,0,0.0311084849923436,0.0303888982628963,0,0.0454021299704426,0.0373503823824254,0.0564147208212182,0.0977427445831565,0,0.08272876544771,0.0203977535326293,0,0.0278013216767169,0.0207240566400054,0,0.153624724592019,0.011892362241668,0.0349151929053725,0,0.304381616219311,0.954668958518852
"47","SRC51_T1",0.00187216372324534,0,0.0125144755592644,0.01708146060974,0.0263382219888432,0,0.042596836602538,0.124686286540851,0.0380703641411119,0.0962740526131224,0.06577619755731,0.0271670055152981,0.0315186208682539,0.0194624163495989,0.0205971265892753,0.0998705583906054,0,0.0297526364785077,0.147385145151043,0.0223566912067094,0.0485703702331238,0,0,0.0822973953595213,0.024656438255144,0.0211555362668931,0,0.600760029035528,0.800987690495469
"48","SRC53_T2",0.021667093598959,0.0159456277571545,0.149473174250327,0,0,0.0735743932310069,0.0608696977198533,0.168239898597084,0,0.0307085250064854,0.0394724196885904,0,0.0135879017081489,0,0,0.1297353839042,0,0.0440923329492305,0,0.00055343477027274,0.00886404093025487,0.00668567289716367,0,0.185233757302875,0.0099410126698813,0.0413556330185132,0.002,0.207561991186256,0.985170220086342
"49","SRC56_T1",0.0142086362708594,0.0603616680795809,0.00833730534230318,0,0.0320481754825772,0.00449259001645922,0.0318805951284055,0.0941935670270137,0.00859224177959242,0.0738087031996099,0.0308563262254135,0.0341745194959275,0.0243573252518515,0.014809572807785,0,0,0.0322086429872769,0.161226639556946,0.211593097399273,0.0119515969550277,0.0150567002156528,0,0,0.0719961762612269,0.0505349359221658,0.0133109845950527,0,0.874982399526085,0.512108969603899
"50","SRC57_T2",0.0149178625760526,0.0151364719894274,0,0.00281699092487341,0.017469111761849,0.00710451984317819,0.0436609011944578,0.0641586864056701,0.0659990405226491,0.0675441716865722,0.0519168585303467,0.00672250456912161,0.0455174576395852,0.041141546558355,0.0610408055276659,0.0773037662098043,0,0.18662284197363,0.0950473602911756,0.0116730087495818,0.024340508459138,0,0.0226801995534831,0.00707234281230914,0.0442279415546253,0.0258851006664485,0,0.75742169254708,0.706305766168424
"51","SRC58_T2",0.0241971089452969,0.0357643335000177,0,0.0032515287337272,0.0357841440722741,0.00119118080249528,0.0326740029767176,0.0532370728099831,0.0221031191016118,0.0576054563478268,0.0287118391546452,0.0186706941381868,0.0288921559974365,0.0924692344402914,0,0.0280128559850617,0,0.0922011928578939,0.240354304059386,0.0413424905858339,0.0203243573825005,0,0,0.100309004353088,0.0312530512411485,0.0116508725145771,0,0.890726968800814,0.470545187125829
"52","SRC59_T1",0.00217283669206686,0,0,0.024296164874427,0.0247226673059127,0.00656226725823132,0.0438245411891755,0.0766227352137908,0.0881409762650415,0.0408175716883199,0.0701897983203306,0.00491378646189557,0.0532124021398525,0.0730364548599047,0.116965739222118,0.146198049410866,0,0.0469587303891845,0.0205694969344586,0.0092579147045652,0.0393938010295044,0,0,0.0661056752058542,0.0198005227748125,0.0262378680596876,0,0.449489138357388,0.908485567370513
"53","SRC59_T2",0,0,0.0488252378332142,0,0.0199893740539438,0.0448018080334227,0.05103398061293,0.151680454969416,0.0189912448568094,0.0887765655654405,0.0435782938630244,0,0.0542676651517559,0.0314415118570675,0,0.109809438402647,0,0.046123227510556,0.00183550070459476,0,0.0282614626374985,0.0485017885962554,0,0.159860208731862,0,0.0522222366195613,0,0.225655144384894,0.977747122553022
"54","SRC61_T1",0.00159206844443735,0.0101772485853007,0.00265525834613074,0.00898604961617733,0.0146361198976534,0,0.0687873405147451,0.0900479320684554,0.0653561815235353,0.00066115822587622,0.0806379684006066,0,0.047145499883468,0.114814180441364,0.0701672569821913,0.136861892053382,0,0.0640678684348445,0.00201444253432088,0.0560662821636156,0.0489067226704008,0,0.00368743123734003,0.0730209014781522,0.0131778091293852,0.0265323873686175,0,0.566231124809323,0.863092571925222
"55","SRC63_T1",0,0.00788793925490754,0.019844845944153,0.00249421238725809,0.0300500279134176,0.0194819832442098,0.0480986309237057,0.0728967107548063,0.058721039208648,0.0369830147693967,0.0737135035662132,0.0242956010212624,0.023415429894435,0.0672824205505105,0.0417291514248245,0.0632413478684092,0,0.0854041198613259,0.132781550826564,0.0229345902361655,0.0334384658106568,0,0,0.0799734874055622,0.0331891903580151,0.0221427367755534,0,0.51193058986085,0.859279854097199
"56","SRC67_T1",0.00553030128865154,0.0372082086190689,0,0.0182778256596508,0.0108934210666646,0,0.0559560374799155,0.0798576523422398,0.0526240927933519,0,0.0851767691569125,0,0.051191813768895,0.108449964719047,0.035992259784502,0.124039802987821,0,0.139147455351469,0.0134951234656452,0.0117541559692936,0.0659430659624682,0,0,0.0626863223311295,0.00712950126777073,0.0346462259855028,0,0.603974673090445,0.836172487669437
"57","SRC69_T1",0.0080190554987957,0.00519974654315486,0.0231045168143617,0,0.0268454877019943,0,0.053443678155981,0.0903013056386335,0.0776871253302333,0.0933726380998655,0.055836471774022,0.0212832651948455,0.0297684999493411,0.0487653602017269,0.0380109888554472,0.0943988765362775,0,0.0890146128592523,0.0628070452211568,0.0343783295588707,0.0509408748169498,0,0,0.0524162318023174,0.0210967815755686,0.0233091078712042,0,0.411477256850301,0.912327324740663
"58","SRC71_T1",0.00396006451343441,0.0241412892586509,0,0.0240673953576374,0.0277287208953529,0,0.0431014155813066,0.0879975402368314,0.0289271798637476,0,0.0534368058425248,0.00336931202354752,0.0701703166289561,0.0955921310819608,0.0728467983210976,0.0889438992745668,0,0.127307875822137,0.0339439023849252,0.0508917037260296,0.0352702723060932,0,0,0.0832623487601933,0.0214431643417278,0.0235978637792788,0,0.696471581297902,0.785559091958889
"59","SRC72_T2",0.00531696034605206,0.0693775840901654,0,0.0232209109515561,0.0295104025553714,0.00442242185735415,0.0440247347983155,0.0447652829462923,0.0210439089199821,0,0.0685669232615764,0.00055914556214536,0.0323930828013972,0.126954916270134,0.0305275932269123,0.120754044675878,0,0.126958612885994,0.0797302677841384,0.0214765063856501,0.0490116102702626,0,0.0297679758271058,0.0518667357931956,0.0102562926459111,0.00949408614461029,0,0.64735803229467,0.785852381559885
"60","SRC73_T1",0.018771256273617,0,0,0.0389901602943585,0.021135598525367,0.0267442938092438,0.0452520658166956,0.0719915436622354,0.0504737610884939,0.0337951649197377,0.0734572870053787,0,0.0314937868678809,0.0987738740416299,0.0258217572866576,0.0873947949059518,0,0.0521939280654133,0.0658801510455431,0.0555567864223758,0.05828608112068,0,0,0.0943792993573867,0.0129821504692446,0.0366262590221086,0,0.531939727260896,0.86167555352752
