"","Flow_CD3_CD8","CD8_activated","CD8_exhausted","CD8_ISG","CD8_stressed","CD8_T_early_activation","CD8_T_em_cm","total_cibersort_cd8","Sample"
"1",0.0134929119219149,0.0477555522837635,0.0209063989364107,0.0271512128421565,0.00241739237789218,0.0261418786817906,0.010490970491247,0.13486340561326,"092-126"
"2",0.105088892730343,0.112210751233359,0.0439126864594893,0.0518849138464906,0,0.0225050823383586,0.0295718629421598,0.260085296819858,"001-089"
"3",0.03173311635476,0.0435998038086532,0.0153505276987626,0,0.00307957813517657,0.0142436400665538,0.0810113791586842,0.15728492886783,"092-140"
"4",0.0429005181072756,0.0384560777157516,0.0108532615125934,0,0.0103981902394884,0.0117965974552404,0.0198382054339397,0.0913423323570134,"016-104"
"5",0.14691971298773,0.0385535246516419,0.0252320886531237,0,0.0266826562365841,0.0221277975259791,0.0220821669739543,0.134678234041283,"803-069"
"6",0.00290215588723051,0.0104792645246942,0.0097988217504238,0,0,0.00562188236050422,0.0189403745426375,0.0448403431782597,"005-109"
"7",0.00331127012522361,0.00668688165775216,0.00324931005751769,0.000125541012394396,0.0042924369601411,0.00241591074981635,0.00169448667582907,0.0184645671134508,"001-023"
"8",0.0373117884686008,0.0262574292872728,0.0333447134330983,0.0182249712651266,0.0124551863483589,0.0155706739438179,0.00640324722448238,0.112256221502157,"048-119"
"9",0.128992975794444,0.0505346141393248,0.0451417936231098,0.0326677829443508,0,0.00578020080972486,0.0316316389225774,0.165756030439088,"001-041"
"10",0.002375,0.0244414570837788,0.0162481874030441,0.0195641067408522,0.0179962057516848,0.0106236173192649,0.0246554613566717,0.113529035655296,"005-027"
"11",0.00157148825400906,0.0204979005186339,0.00448986703217922,0,0.00391452790682326,0.00643909522654521,0.0282772106474867,0.0636186013316683,"022-105"
"12",3.36952199960914e-06,0.130078127927975,0.0246360038683096,0.0509199613104625,0,0,0.011740497648975,0.217374590755722,"001-066"
"13",0.338269893407118,0.0708892575546736,0.0376719056182036,0.0296701109145585,0,0.0276465813855521,0.0645498597717799,0.230427715244768,"092-144"
"14",0.00135055062963418,0.00419319791658242,0.00287682326065022,0.0024878469285166,0.000512060153579944,0.00257700222193793,0.00208718415257717,0.0147341146338443,"092-142"
"15",0.113892114518676,0.0355364099542724,0.0258768466824735,0,0,0.00731221717652483,0.0353352713111095,0.10406074512438,"001-101"
"16",0.233845363431659,0.0282069032499309,0.0228248720110395,0.0290160016500293,0.00295550059705827,0.00768016885840043,0.00665464062420916,0.0973380869906676,"001-030"
"17",0.187041043797535,0.0547067686943408,0.0163388321366547,0,0.04541198292783,0.0126795792640924,0.0570554595869164,0.186192622609834,"001-038"
"18",0.0101210513409278,0.0411119728500417,0.0345706860527678,0.0273346212062381,0,0.0228708890415591,0.0134637284811471,0.139351897631754,"001-115"
"19",0.000793452701548809,0.00846886267387684,0.0129006698320494,0.00937555831601859,0.00241561193356523,0.00139833046167933,0,0.0345590332171894,"071-034"
"20",0.00280925293894577,0.0112042727612864,0.0130106156542455,0.00574692019944558,0.00626754727808661,0.0044013734476227,0.00336221401885274,0.0439929433595395,"001-017"
"21",0.0875130616509927,0,0,0,0,0,0,0,"029-033"
"22",0.0677987186664179,0.0340354849050085,0.0221608158032755,0.0247744748671551,0.00589306511978919,0.0135945757003454,0.0108076899421197,0.111266106337693,"001-067"
"23",0.0257041339622135,0.0190533692806799,0.0230970296465944,0.0108169422183565,0.0185090335032862,0.010209772988815,0.0283376632226726,0.110023810860405,"001-131"
"24",0.13628669818479,0.0284801276830396,0.0277326427526603,0.0174382038508776,0,0.0199461181686332,0.0646376239948051,0.158234716450016,"092-037"
"25",0.00154311828595169,0.0200670708853081,0.00121474614732327,0.000560489364431732,0.0172754235916518,0.0114429785047581,0.00279072664127396,0.0533514351347471,"001-074"
"26",0.167887815102669,0.140672181030355,0.0309346233494553,0.0346938006590368,0.0140591438711032,0.0173674120025507,0.0429164196140605,0.280643580526562,"048-022"
"27",0.0736167734420501,0.0606484531716718,0.0208546864003391,0.00509965553674256,0.0225899325892741,0.0194601055025445,0.0248600454244926,0.153512878625065,"002-083"
"28",0.0497121535181237,0.0232887135265368,0.0356712909678402,0.010947893860159,0.000290890171119006,0.0153525068073259,0.0360930295688637,0.121644324901845,"091-055"
"29",6.5359477124183e-06,0.00998637103939887,0.00356617831546928,0.0015527481310819,0,0,0.0014319695026468,0.0165372669885968,"001-014"
"30",0.00694891060532384,0.0093344206227453,0.00453194505926014,0.00375394408231294,0,0.00394691774229976,0.00193053616798763,0.0234977636746058,"004-045"
"31",0.000455139404795114,0.00970099418176122,0.00848362226116586,0,0.00509037354031808,0.0030237132359755,0.00313885130408043,0.0294375545233011,"004-058"
"32",0.00214314747071648,0.00019686205933364,0.000236695457067516,3.83827945146275e-05,0.000287384038916048,2.24487737325497e-05,0.00010911097485718,0.000890884098421561,"005-007"
"33",8.9126559714795e-06,0,0,0,0,0,0,0,"005-015"
"34",0.154048020054052,0.00383308957668886,0.0021838055728104,6.20516653886194e-05,0.000818660724564808,0.000798087118345084,0.00111028415088768,0.00880597880868545,"015-002"
"35",5e-05,0.0426648199555751,0.0254952636046268,0.00702653686291427,0,0.0428723525772168,0.0272886186205756,0.145347591620909,"016-116"
